1081,Eupatorium perfoliatum,,748
899,Eupatorium serotinum,,749
215,Euphorbia albomarginata,,750
513,Euphorbia antisyphilitica,,751
575,Euphorbia bicolor,,752
2073,Euphorbia corollata,,753
929,Euphorbia cyathophora,,754
1656,Euphorbia cyparissias,,755
764,Euphorbia dentata,,756
1437,Euphorbia hypericifolia,,757
765,Euphorbia lathyris,,758
248,Euphorbia maculata,,759
1465,Euphorbia marginata,,760
785,Euphorbia nutans,,761
1579,Euphorbia peplus,,762
786,Euphorbia prostrata,,763
1886,Euphorbia pulcherrima,,764
787,Euphorbia serpens,,765
1181,Eurybia divaricata,,766
1562,Eurybia macrophylla,,767
801,Eustoma exaltatum,,768
2077,Euthamia graminifolia,,769
615,Eutrochium maculatum,,770
791,Eutrochium purpureum,,771
1839,Evolvulus alsinoides,,772
1846,Eysenhardtia texana,,773
13,Fagus grandifolia,,774
1247,Fagus sylvatica,,775
1534,Fallopia japonica,,776
774,Fallugia paradoxa,,777
1144,Ferocactus cylindraceus,,778
1849,Ferocactus hamatacanthus,,779
844,Ferocactus latispinus,,780
1883,Ferocactus pilosus,,781
1850,Ferocactus wislizeni,,782
47,Ficaria verna,,783
119,Ficinia spiralis,,784
638,Ficus carica,,785
408,Filipendula ulmaria,,786
928,Foeniculum vulgare,,787
199,Forestiera pubescens,,788
35,Fouquieria splendens,,789
1545,Fragaria chiloensis,,790
255,Fragaria vesca,,791
781,Fragaria virginiana,,792
1726,Frangula alnus,,793
1061,Frangula californica,,794
1352,Frangula caroliniana,,795
782,Frangula purshiana,,796
192,Frankenia salina,,797
1823,Frasera speciosa,,798
1889,Fraxinus americana,,799
1781,Fraxinus excelsior,,800
1620,Fraxinus latifolia,,801
263,Fraxinus nigra,,802
1417,Fraxinus pennsylvanica,,803
1185,Fremontodendron californicum,,804
799,Freycinetia banksii,,805
309,Fritillaria affinis,,806
476,Fuchsia excorticata,,807
1994,Fuchsia magellanica,,808
106,Fumaria capreolata,,809
1149,Fumaria officinalis,,810
277,Fuscospora cliffortioides,,811
1489,Fuscospora solandri,,812
515,Gaillardia aestivalis,,813
576,Gaillardia pulchella,,814
533,Galanthus nivalis,,815
1174,Galax urceolata,,816
503,Galearis spectabilis,,817
1827,Galinsoga parviflora,,818
256,Galinsoga quadriradiata,,819
930,Galium aparine,,820
793,Galium boreale,,821
933,Galium triflorum,,822
522,Galium verum,,823
1054,Garrya elliptica,,824
2055,Gaultheria hispidula,,825
1237,Gaultheria procumbens,,826
940,Gaultheria shallon,,827
1911,Gaura lindheimeri,,828
1635,Gaura parviflora,,829
1913,Gaura suffulta,,830
257,Gelsemium sempervirens,,831
1055,Genista monspessulana,,832
1483,Gentiana andrewsii,,833
1830,Gentiana calycosa,,834
1482,Gentiana clausa,,835
1159,Gentiana newberryi,,836
1739,Gentianopsis crinita,,837
814,Geraea canescens,,838
338,Geranium carolinianum,,839
937,Geranium dissectum,,840
1795,Geranium maculatum,,841
938,Geranium molle,,842
817,Geranium richardsonii,,843
2003,Geranium robertianum,,844
1189,Geranium viscosissimum,,845
775,Geum canadense,,846
1190,Geum macrophyllum,,847
1647,Geum rivale,,848
23,Geum triflorum,,849
1859,Geum urbanum,,850
90,Gilia capitata,,851
360,Gilia tricolor,,852
1785,Ginkgo biloba,,853
623,Glandularia bipinnatifida,,854
1212,Glaucium flavum,,855
559,Glebionis coronaria,,856
1679,Glechoma hederacea,,857
1411,Gleditsia triacanthos,,858
1921,Glottidium vesicarium,,859
1093,Gonolobus suberosus,,860
336,Goodyera oblongifolia,,861
1244,Goodyera pubescens,,862
1980,Grindelia camporum,,863
833,Grindelia squarrosa,,864
1153,Grindelia stricta,,865
1049,Griselinia littoralis,,866
1803,Guazuma ulmifolia,,867
835,Gutierrezia sarothrae,,868
